日付,登録者名,業務区分,時間
2026/07/13,高橋 彼,会議・MTG（意思決定）,1.0
2026/07/13,高橋 彼,会議・MTG（1オン1・相談）,0.5
2026/07/13,田中 智,申請・手続き・事務対応,3.0
2026/07/13,田中 智,会議・MTG（意思決定）,3.0
2026/07/13,田中 智,資料作成・確認,1.0
2026/07/13,伊藤 儚,会議・MTG（情報共有・報告）,1.0
2026/07/13,伊藤 儚,申請・手続き・事務対応,1.0
2026/07/13,伊藤 儚,会議・MTG（問題解決）,0.5
2026/07/13,伊藤 儚,会議・MTG（意思決定）,2.0
2026/07/13,伊藤 儚,情報探索・問い合わせ,1.0
2026/07/13,伊藤 儚,業務進行,0.5
2026/07/13,伊藤 儚,会議・MTG（意思決定）,1.0
2026/07/13,渡辺 優,会議・MTG（1オン1・相談）,2.0
2026/07/13,渡辺 優,その他,3.0
2026/07/13,渡辺 優,情報探索・問い合わせ,0.5
2026/07/13,渡辺 優,会議・MTG（意思決定）,2.5
2026/07/14,佐藤 健一,その他,1.0
2026/07/14,佐藤 健一,会議・MTG（1オン1・相談）,0.5
2026/07/14,佐藤 健一,データ集計・分析・考察・思考,0.5
2026/07/14,佐藤 健一,会議・MTG（1オン1・相談）,1.5
2026/07/14,佐藤 健一,会議・MTG（情報共有・報告）,1.0
2026/07/14,佐藤 健一,会議・MTG（情報共有・報告）,1.0
2026/07/14,佐藤 健一,会議・MTG（その他）,2.0
2026/07/14,鈴木 美和,会議・MTG（問題解決）,1.5
2026/07/14,鈴木 美和,会議・MTG（情報共有・報告）,0.5
2026/07/14,鈴木 美和,会議・MTG（1オン1・相談）,1.0
2026/07/14,鈴木 美和,会議・MTG（情報共有・報告）,1.5
2026/07/14,鈴木 美和,会議・MTG（問題解決）,3.0
2026/07/14,高橋 彼,資料作成・確認,3.0
2026/07/14,高橋 彼,会議・MTG（意思決定）,1.5
2026/07/14,高橋 彼,業務進行,0.5
2026/07/14,高橋 彼,データ集計・分析・考察・思考,2.0
2026/07/14,高橋 彼,会議・MTG（問題解決）,0.5
2026/07/14,田中 智,その他,3.0
2026/07/14,田中 智,業務進行,2.0
2026/07/14,田中 智,情報探索・問い合わせ,1.5
2026/07/14,田中 智,会議・MTG（情報共有・報告）,0.5
2026/07/14,伊藤 儚,クライアント対応,1.0
2026/07/14,伊藤 儚,会議・MTG（情報共有・報告）,0.5
2026/07/14,伊藤 儚,会議・MTG（1オン1・相談）,0.5
2026/07/14,伊藤 儚,会議・MTG（その他）,2.0
2026/07/14,伊藤 儚,会議・MTG（1オン1・相談）,2.0
2026/07/14,伊藤 儚,会議・MTG（問題解決）,0.5
2026/07/14,渡辺 優,業務進行,1.5
2026/07/14,渡辺 優,資料作成・確認,3.0
2026/07/14,渡辺 優,申請・手続き・事務対応,1.5
2026/07/14,渡辺 優,申請・手続き・事務対応,1.5
2026/07/15,佐藤 健一,申請・手続き・事務対応,1.5
2026/07/15,佐藤 健一,会議・MTG（意思決定）,1.0
2026/07/15,佐藤 健一,資料作成・確認,3.0
2026/07/15,佐藤 健一,会議・MTG（問題解決）,1.0
2026/07/15,佐藤 健一,申請・手続き・事務対応,0.5
2026/07/15,鈴木 美和,会議・MTG（その他）,3.0
2026/07/15,鈴木 美和,その他,0.5
2026/07/15,鈴木 美和,その他,0.5
2026/07/15,鈴木 美和,情報探索・問い合わせ,2.0
2026/07/15,鈴木 美和,会議・MTG（問題解決）,0.5
2026/07/15,鈴木 美和,会議・MTG（その他）,0.5
2026/07/15,高橋 彼,申請・手続き・事務対応,1.5
2026/07/15,高橋 彼,情報探索・問い合わせ,1.5
2026/07/15,高橋 彼,会議・MTG（1オン1・相談）,1.0
2026/07/15,高橋 彼,会議・MTG（問題解決）,2.0
2026/07/15,高橋 彼,その他,1.5
2026/07/15,高橋 彼,会議・MTG（その他）,0.5
2026/07/15,田中 智,資料作成・確認,1.5
2026/07/15,田中 智,情報探索・問い合わせ,0.5
2026/07/15,田中 智,会議・MTG（意思決定）,2.0
2026/07/15,田中 智,会議・MTG（その他）,3.0
2026/07/15,田中 智,会議・MTG（問題解決）,1.0
2026/07/15,伊藤 儚,業務進行,1.5
2026/07/15,伊藤 儚,資料作成・確認,1.5
2026/07/15,伊藤 儚,業務進行,3.0
2026/07/15,伊藤 儚,会議・MTG（問題解決）,1.0
2026/07/15,伊藤 儚,会議・MTG（意思決定）,1.0
2026/07/15,渡辺 優,申請・手続き・事務対応,0.5
2026/07/15,渡辺 優,会議・MTG（問題解決）,1.0
2026/07/15,渡辺 優,資料作成・確認,3.0
2026/07/15,渡辺 優,データ集計・分析・考察・思考,1.5
2026/07/15,渡辺 優,会議・MTG（意思決定）,1.0
2026/07/15,渡辺 優,申請・手続き・事務対応,1.0
2026/07/16,佐藤 健一,データ集計・分析・考察・思考,0.5
2026/07/16,佐藤 健一,会議・MTG（情報共有・報告）,1.0
2026/07/16,佐藤 健一,業務進行,0.5
2026/07/16,佐藤 健一,会議・MTG（情報共有・報告）,1.5
2026/07/16,佐藤 健一,データ集計・分析・考察・思考,1.0
2026/07/16,佐藤 健一,会議・MTG（その他）,1.5
2026/07/16,佐藤 健一,データ集計・分析・考察・思考,1.5
2026/07/16,佐藤 健一,会議・MTG（問題解決）,0.5
2026/07/16,鈴木 美和,会議・MTG（情報共有・報告）,2.0
2026/07/16,鈴木 美和,会議・MTG（意思決定）,3.0
2026/07/16,鈴木 美和,会議・MTG（意思決定）,2.0
2026/07/16,高橋 彼,業務進行,0.5
2026/07/16,高橋 彼,会議・MTG（1オン1・相談）,1.5
2026/07/16,高橋 彼,データ集計・分析・考察・思考,1.5
2026/07/16,高橋 彼,会議・MTG（1オン1・相談）,1.0
2026/07/16,高橋 彼,会議・MTG（問題解決）,0.5
2026/07/16,高橋 彼,会議・MTG（1オン1・相談）,2.0
2026/07/16,高橋 彼,会議・MTG（1オン1・相談）,1.0
2026/07/16,田中 智,申請・手続き・事務対応,1.0
2026/07/16,田中 智,その他,2.0
2026/07/16,田中 智,業務進行,1.5
2026/07/16,田中 智,申請・手続き・事務対応,2.0
2026/07/16,田中 智,申請・手続き・事務対応,1.0
2026/07/16,伊藤 儚,会議・MTG（情報共有・報告）,0.5
2026/07/16,伊藤 儚,資料作成・確認,1.5
2026/07/16,伊藤 儚,会議・MTG（情報共有・報告）,2.0
2026/07/16,伊藤 儚,会議・MTG（情報共有・報告）,0.5
2026/07/16,伊藤 儚,会議・MTG（その他）,0.5
2026/07/16,伊藤 儚,申請・手続き・事務対応,2.0
2026/07/16,渡辺 優,会議・MTG（その他）,1.5
2026/07/16,渡辺 優,申請・手続き・事務対応,1.0
2026/07/16,渡辺 優,その他,1.0
2026/07/16,渡辺 優,会議・MTG（問題解決）,2.0
2026/07/16,渡辺 優,申請・手続き・事務対応,2.0
2026/07/16,渡辺 優,データ集計・分析・考察・思考,0.5
2026/07/16,渡辺 優,クライアント対応,0.5
2026/07/17,佐藤 健一,会議・MTG（1オン1・相談）,1.5
2026/07/17,佐藤 健一,会議・MTG（意思決定）,2.0
2026/07/17,佐藤 健一,データ集計・分析・考察・思考,1.0
2026/07/17,佐藤 健一,会議・MTG（その他）,1.5
2026/07/17,佐藤 健一,会議・MTG（問題解決）,1.0
2026/07/17,佐藤 健一,申請・手続き・事務対応,1.0
2026/07/17,鈴木 美和,会議・MTG（1オン1・相談）,2.0
2026/07/17,鈴木 美和,その他,1.0
2026/07/17,鈴木 美和,会議・MTG（その他）,1.5
2026/07/17,鈴木 美和,会議・MTG（問題解決）,1.5
2026/07/17,鈴木 美和,会議・MTG（その他）,0.5
2026/07/17,鈴木 美和,会議・MTG（1オン1・相談）,1.0
2026/07/17,鈴木 美和,会議・MTG（その他）,1.0
2026/07/17,高橋 彼,情報探索・問い合わせ,1.0
2026/07/17,高橋 彼,会議・MTG（意思決定）,1.5
2026/07/17,高橋 彼,会議・MTG（その他）,1.0
2026/07/17,高橋 彼,その他,1.5
2026/07/17,高橋 彼,データ集計・分析・考察・思考,0.5
2026/07/17,高橋 彼,会議・MTG（その他）,1.0
2026/07/17,高橋 彼,会議・MTG（情報共有・報告）,1.0
2026/07/17,田中 智,会議・MTG（情報共有・報告）,2.0
2026/07/17,田中 智,会議・MTG（意思決定）,2.0
2026/07/17,田中 智,会議・MTG（情報共有・報告）,1.5
2026/07/17,田中 智,データ集計・分析・考察・思考,2.5
2026/07/17,伊藤 儚,業務進行,3.0
2026/07/17,伊藤 儚,情報探索・問い合わせ,2.0
2026/07/17,伊藤 儚,会議・MTG（問題解決）,0.5
2026/07/17,伊藤 儚,会議・MTG（情報共有・報告）,0.5
2026/07/17,伊藤 儚,業務進行,0.5
2026/07/17,渡辺 優,会議・MTG（1オン1・相談）,1.0
2026/07/17,渡辺 優,業務進行,1.0
2026/07/17,渡辺 優,業務進行,3.0
2026/07/17,渡辺 優,会議・MTG（情報共有・報告）,1.5
2026/07/17,渡辺 優,その他,1.0
2026/07/20,佐藤 健一,申請・手続き・事務対応,1.0
2026/07/20,佐藤 健一,会議・MTG（問題解決）,1.0
2026/07/20,佐藤 健一,会議・MTG（その他）,0.5
2026/07/20,佐藤 健一,会議・MTG（1オン1・相談）,3.0
2026/07/20,佐藤 健一,会議・MTG（問題解決）,1.5
2026/07/20,佐藤 健一,業務進行,0.5
2026/07/20,佐藤 健一,情報探索・問い合わせ,1.0
2026/07/20,鈴木 美和,会議・MTG（問題解決）,1.5
2026/07/20,鈴木 美和,会議・MTG（その他）,3.0
2026/07/20,鈴木 美和,クライアント対応,2.0
2026/07/20,鈴木 美和,情報探索・問い合わせ,1.0
2026/07/20,高橋 彼,申請・手続き・事務対応,3.0
2026/07/20,高橋 彼,会議・MTG（その他）,3.0
2026/07/20,高橋 彼,会議・MTG（情報共有・報告）,0.5
2026/07/20,田中 智,会議・MTG（情報共有・報告）,0.5
2026/07/20,田中 智,申請・手続き・事務対応,2.0
2026/07/20,田中 智,申請・手続き・事務対応,2.0
2026/07/20,田中 智,会議・MTG（情報共有・報告）,2.0
2026/07/20,田中 智,その他,1.5
2026/07/20,伊藤 儚,クライアント対応,1.5
2026/07/20,伊藤 儚,その他,1.0
2026/07/20,伊藤 儚,データ集計・分析・考察・思考,2.0
2026/07/20,伊藤 儚,申請・手続き・事務対応,2.0
2026/07/20,伊藤 儚,その他,1.0
2026/07/20,渡辺 優,業務進行,3.0
2026/07/20,渡辺 優,会議・MTG（意思決定）,1.5
2026/07/20,渡辺 優,クライアント対応,1.5
2026/07/20,渡辺 優,資料作成・確認,1.0
2026/07/21,佐藤 健一,資料作成・確認,3.0
2026/07/21,佐藤 健一,会議・MTG（問題解決）,3.0
2026/07/21,佐藤 健一,会議・MTG（その他）,0.5
2026/07/21,鈴木 美和,データ集計・分析・考察・思考,2.0
2026/07/21,鈴木 美和,会議・MTG（意思決定）,1.5
2026/07/21,鈴木 美和,情報探索・問い合わせ,0.5
2026/07/21,鈴木 美和,会議・MTG（問題解決）,1.5
2026/07/21,鈴木 美和,業務進行,1.5
2026/07/21,鈴木 美和,データ集計・分析・考察・思考,1.0
2026/07/21,高橋 彼,情報探索・問い合わせ,1.5
2026/07/21,高橋 彼,クライアント対応,0.5
2026/07/21,高橋 彼,会議・MTG（その他）,1.0
2026/07/21,高橋 彼,申請・手続き・事務対応,0.5
2026/07/21,高橋 彼,会議・MTG（その他）,2.0
2026/07/21,高橋 彼,会議・MTG（問題解決）,1.5
2026/07/21,田中 智,資料作成・確認,1.5
2026/07/21,田中 智,会議・MTG（情報共有・報告）,0.5
2026/07/21,田中 智,会議・MTG（1オン1・相談）,3.0
2026/07/21,田中 智,申請・手続き・事務対応,1.5
2026/07/21,田中 智,会議・MTG（意思決定）,1.0
2026/07/21,田中 智,クライアント対応,0.5
2026/07/21,伊藤 儚,会議・MTG（問題解決）,1.0
2026/07/21,伊藤 儚,会議・MTG（情報共有・報告）,3.0
2026/07/21,伊藤 儚,データ集計・分析・考察・思考,2.0
2026/07/21,伊藤 儚,クライアント対応,1.5
2026/07/21,伊藤 儚,申請・手続き・事務対応,0.5
2026/07/21,渡辺 優,会議・MTG（1オン1・相談）,3.0
2026/07/21,渡辺 優,その他,1.0
2026/07/21,渡辺 優,資料作成・確認,3.0
2026/07/22,佐藤 健一,会議・MTG（意思決定）,0.5
2026/07/22,佐藤 健一,会議・MTG（意思決定）,2.0
2026/07/22,佐藤 健一,情報探索・問い合わせ,2.0
2026/07/22,佐藤 健一,会議・MTG（1オン1・相談）,0.5
2026/07/22,佐藤 健一,情報探索・問い合わせ,2.0
2026/07/22,鈴木 美和,会議・MTG（その他）,2.0
2026/07/22,鈴木 美和,クライアント対応,0.5
2026/07/22,鈴木 美和,その他,1.0
2026/07/22,鈴木 美和,情報探索・問い合わせ,0.5
2026/07/22,鈴木 美和,データ集計・分析・考察・思考,1.0
2026/07/22,鈴木 美和,その他,1.5
2026/07/22,鈴木 美和,会議・MTG（情報共有・報告）,1.5
2026/07/22,高橋 彼,会議・MTG（情報共有・報告）,0.5
2026/07/22,高橋 彼,その他,0.5
2026/07/22,高橋 彼,会議・MTG（情報共有・報告）,1.0
2026/07/22,高橋 彼,クライアント対応,1.0
2026/07/22,高橋 彼,情報探索・問い合わせ,0.5
2026/07/22,高橋 彼,会議・MTG（その他）,2.0
2026/07/22,高橋 彼,その他,1.0
2026/07/22,田中 智,会議・MTG（1オン1・相談）,1.5
2026/07/22,田中 智,会議・MTG（1オン1・相談）,0.5
2026/07/22,田中 智,会議・MTG（情報共有・報告）,1.5
2026/07/22,田中 智,会議・MTG（問題解決）,1.5
2026/07/22,田中 智,会議・MTG（意思決定）,3.0
2026/07/22,伊藤 儚,会議・MTG（意思決定）,1.5
2026/07/22,伊藤 儚,申請・手続き・事務対応,2.0
2026/07/22,伊藤 儚,データ集計・分析・考察・思考,1.5
2026/07/22,伊藤 儚,申請・手続き・事務対応,1.0
2026/07/22,伊藤 儚,情報探索・問い合わせ,2.0
2026/07/22,渡辺 優,申請・手続き・事務対応,1.5
2026/07/22,渡辺 優,情報探索・問い合わせ,1.0
2026/07/22,渡辺 優,情報探索・問い合わせ,3.0
2026/07/22,渡辺 優,データ集計・分析・考察・思考,1.5
2026/07/22,渡辺 優,その他,0.5
2026/07/23,佐藤 健一,会議・MTG（意思決定）,1.5
2026/07/23,佐藤 健一,資料作成・確認,1.5
2026/07/23,佐藤 健一,クライアント対応,3.0
2026/07/23,佐藤 健一,資料作成・確認,1.0
2026/07/23,鈴木 美和,会議・MTG（情報共有・報告）,2.0
2026/07/23,鈴木 美和,データ集計・分析・考察・思考,0.5
2026/07/23,鈴木 美和,会議・MTG（情報共有・報告）,3.0
2026/07/23,鈴木 美和,会議・MTG（その他）,1.0
2026/07/23,高橋 彼,業務進行,1.5
2026/07/23,高橋 彼,資料作成・確認,1.0
2026/07/23,高橋 彼,データ集計・分析・考察・思考,3.0
2026/07/23,高橋 彼,会議・MTG（情報共有・報告）,1.0
2026/07/23,高橋 彼,会議・MTG（問題解決）,1.0
2026/07/23,田中 智,会議・MTG（その他）,2.0
2026/07/23,田中 智,会議・MTG（その他）,0.5
2026/07/23,田中 智,会議・MTG（意思決定）,0.5
2026/07/23,田中 智,その他,1.5
2026/07/23,田中 智,情報探索・問い合わせ,3.0
2026/07/23,田中 智,申請・手続き・事務対応,0.5
2026/07/23,伊藤 儚,会議・MTG（その他）,1.5
2026/07/23,伊藤 儚,情報探索・問い合わせ,1.0
2026/07/23,伊藤 儚,データ集計・分析・考察・思考,1.0
2026/07/23,伊藤 儚,会議・MTG（問題解決）,1.5
2026/07/23,伊藤 儚,情報探索・問い合わせ,1.0
2026/07/23,伊藤 儚,資料作成・確認,0.5
2026/07/23,伊藤 儚,情報探索・問い合わせ,1.0
2026/07/23,伊藤 儚,会議・MTG（問題解決）,1.0
2026/07/23,渡辺 優,業務進行,1.0
2026/07/23,渡辺 優,会議・MTG（意思決定）,3.0
2026/07/23,渡辺 優,会議・MTG（意思決定）,1.5
2026/07/23,渡辺 優,会議・MTG（問題解決）,0.5
2026/07/23,渡辺 優,業務進行,0.5
2026/07/24,佐藤 健一,会議・MTG（問題解決）,1.0
2026/07/24,佐藤 健一,申請・手続き・事務対応,1.0
2026/07/24,佐藤 健一,会議・MTG（情報共有・報告）,0.5
2026/07/24,佐藤 健一,資料作成・確認,0.5
2026/07/24,佐藤 健一,会議・MTG（問題解決）,1.5
2026/07/24,佐藤 健一,会議・MTG（その他）,1.5
2026/07/24,佐藤 健一,会議・MTG（その他）,1.5
2026/07/24,佐藤 健一,申請・手続き・事務対応,0.5
2026/07/24,鈴木 美和,情報探索・問い合わせ,3.0
2026/07/24,鈴木 美和,資料作成・確認,3.0
2026/07/24,鈴木 美和,データ集計・分析・考察・思考,2.0
2026/07/24,高橋 彼,クライアント対応,3.0
2026/07/24,高橋 彼,その他,1.0
2026/07/24,高橋 彼,資料作成・確認,1.5
2026/07/24,高橋 彼,データ集計・分析・考察・思考,1.0
2026/07/24,田中 智,会議・MTG（問題解決）,2.0
2026/07/24,田中 智,資料作成・確認,0.5
2026/07/24,田中 智,会議・MTG（問題解決）,0.5
2026/07/24,田中 智,申請・手続き・事務対応,3.0
2026/07/24,田中 智,会議・MTG（1オン1・相談）,1.0
2026/07/24,伊藤 儚,資料作成・確認,3.0
2026/07/24,伊藤 儚,資料作成・確認,1.5
2026/07/24,伊藤 儚,情報探索・問い合わせ,1.0
2026/07/24,伊藤 儚,会議・MTG（情報共有・報告）,2.0
2026/07/24,渡辺 優,その他,0.5
2026/07/24,渡辺 優,資料作成・確認,3.0
2026/07/24,渡辺 優,会議・MTG（その他）,0.5
2026/07/24,渡辺 優,クライアント対応,1.5
2026/07/24,渡辺 優,会議・MTG（情報共有・報告）,1.0
2026/07/27,佐藤 健一,会議・MTG（1オン1・相談）,0.5
2026/07/27,佐藤 健一,会議・MTG（1オン1・相談）,1.0
2026/07/27,佐藤 健一,会議・MTG（情報共有・報告）,3.0
2026/07/27,佐藤 健一,会議・MTG（問題解決）,1.0
2026/07/27,佐藤 健一,会議・MTG（1オン1・相談）,0.5
2026/07/27,佐藤 健一,申請・手続き・事務対応,1.0
2026/07/27,鈴木 美和,会議・MTG（その他）,2.0
2026/07/27,鈴木 美和,会議・MTG（意思決定）,0.5
2026/07/27,鈴木 美和,資料作成・確認,2.0
2026/07/27,鈴木 美和,情報探索・問い合わせ,1.0
2026/07/27,鈴木 美和,会議・MTG（問題解決）,1.0
2026/07/27,高橋 彼,資料作成・確認,1.0
2026/07/27,高橋 彼,会議・MTG（情報共有・報告）,1.5
2026/07/27,高橋 彼,クライアント対応,0.5
2026/07/27,高橋 彼,その他,0.5
2026/07/27,高橋 彼,その他,1.5
2026/07/27,高橋 彼,会議・MTG（その他）,3.0
2026/07/27,田中 智,その他,0.5
2026/07/27,田中 智,会議・MTG（問題解決）,2.0
2026/07/27,田中 智,会議・MTG（意思決定）,3.0
2026/07/27,田中 智,会議・MTG（問題解決）,2.0
2026/07/27,田中 智,その他,0.5
2026/07/27,伊藤 儚,会議・MTG（意思決定）,3.0
2026/07/27,伊藤 儚,会議・MTG（1オン1・相談）,3.0
2026/07/27,伊藤 儚,情報探索・問い合わせ,2.0
2026/07/27,渡辺 優,その他,1.5
2026/07/27,渡辺 優,会議・MTG（1オン1・相談）,1.0
2026/07/27,渡辺 優,クライアント対応,2.0
2026/07/27,渡辺 優,情報探索・問い合わせ,2.0
2026/07/28,佐藤 健一,会議・MTG（意思決定）,0.5
2026/07/28,佐藤 健一,クライアント対応,1.5
2026/07/28,佐藤 健一,会議・MTG（問題解決）,0.5
2026/07/28,佐藤 健一,クライアント対応,3.0
2026/07/28,佐藤 健一,会議・MTG（意思決定）,1.5
2026/07/28,佐藤 健一,データ集計・分析・考察・思考,1.5
2026/07/28,鈴木 美和,業務進行,2.0
2026/07/28,鈴木 美和,申請・手続き・事務対応,1.5
2026/07/28,鈴木 美和,会議・MTG（問題解決）,3.0
2026/07/28,鈴木 美和,業務進行,2.0
2026/07/28,高橋 彼,会議・MTG（問題解決）,1.5
2026/07/28,高橋 彼,クライアント対応,1.0
2026/07/28,高橋 彼,その他,2.0
2026/07/28,高橋 彼,データ集計・分析・考察・思考,1.0
2026/07/28,高橋 彼,会議・MTG（その他）,1.0
2026/07/28,田中 智,申請・手続き・事務対応,1.5
2026/07/28,田中 智,会議・MTG（1オン1・相談）,1.0
2026/07/28,田中 智,会議・MTG（問題解決）,2.0
2026/07/28,田中 智,業務進行,3.0
2026/07/28,伊藤 儚,データ集計・分析・考察・思考,1.0
2026/07/28,伊藤 儚,会議・MTG（情報共有・報告）,0.5
2026/07/28,伊藤 儚,その他,1.0
2026/07/28,伊藤 儚,情報探索・問い合わせ,1.5
2026/07/28,伊藤 儚,情報探索・問い合わせ,0.5
2026/07/28,伊藤 儚,会議・MTG（その他）,2.5
2026/07/28,渡辺 優,会議・MTG（情報共有・報告）,1.5
2026/07/28,渡辺 優,クライアント対応,3.0
2026/07/28,渡辺 優,申請・手続き・事務対応,1.5
2026/07/28,渡辺 優,情報探索・問い合わせ,1.5
2026/07/28,渡辺 優,その他,1.0
2026/07/29,佐藤 健一,情報探索・問い合わせ,2.0
2026/07/29,佐藤 健一,データ集計・分析・考察・思考,0.5
2026/07/29,佐藤 健一,会議・MTG（問題解決）,3.0
2026/07/29,佐藤 健一,情報探索・問い合わせ,2.5
2026/07/29,鈴木 美和,会議・MTG（問題解決）,2.0
2026/07/29,鈴木 美和,会議・MTG（問題解決）,2.0
2026/07/29,鈴木 美和,会議・MTG（1オン1・相談）,1.0
2026/07/29,鈴木 美和,会議・MTG（意思決定）,2.5
2026/07/29,高橋 彼,申請・手続き・事務対応,3.0
2026/07/29,高橋 彼,会議・MTG（1オン1・相談）,1.0
2026/07/29,高橋 彼,クライアント対応,0.5
2026/07/29,高橋 彼,情報探索・問い合わせ,0.5
2026/07/29,高橋 彼,情報探索・問い合わせ,2.0
2026/07/29,田中 智,会議・MTG（1オン1・相談）,1.5
2026/07/29,田中 智,その他,2.0
2026/07/29,田中 智,資料作成・確認,3.0
2026/07/29,田中 智,会議・MTG（情報共有・報告）,0.5
2026/07/29,伊藤 儚,会議・MTG（問題解決）,3.0
2026/07/29,伊藤 儚,クライアント対応,0.5
2026/07/29,伊藤 儚,会議・MTG（その他）,1.5
2026/07/29,伊藤 儚,会議・MTG（意思決定）,1.5
2026/07/29,伊藤 儚,クライアント対応,0.5
2026/07/29,渡辺 優,会議・MTG（問題解決）,1.5
2026/07/29,渡辺 優,クライアント対応,2.0
2026/07/29,渡辺 優,会議・MTG（1オン1・相談）,1.5
2026/07/29,渡辺 優,クライアント対応,2.0
2026/07/29,渡辺 優,申請・手続き・事務対応,0.5
2026/07/30,佐藤 健一,クライアント対応,1.5
2026/07/30,佐藤 健一,クライアント対応,3.0
2026/07/30,佐藤 健一,会議・MTG（問題解決）,0.5
2026/07/30,佐藤 健一,申請・手続き・事務対応,1.5
2026/07/30,鈴木 美和,データ集計・分析・考察・思考,0.5
2026/07/30,鈴木 美和,情報探索・問い合わせ,0.5
2026/07/30,鈴木 美和,会議・MTG（1オン1・相談）,3.0
2026/07/30,鈴木 美和,資料作成・確認,1.5
2026/07/30,鈴木 美和,会議・MTG（情報共有・報告）,0.5
2026/07/30,鈴木 美和,クライアント対応,2.0
2026/07/30,高橋 彼,会議・MTG（その他）,0.5
2026/07/30,高橋 彼,情報探索・問い合わせ,1.0
2026/07/30,高橋 彼,クライアント対応,0.5
2026/07/30,高橋 彼,会議・MTG（意思決定）,1.5
2026/07/30,高橋 彼,資料作成・確認,1.5
2026/07/30,高橋 彼,業務進行,1.0
2026/07/30,高橋 彼,申請・手続き・事務対応,2.0
2026/07/30,田中 智,クライアント対応,1.5
2026/07/30,田中 智,その他,0.5
2026/07/30,田中 智,業務進行,3.0
2026/07/30,田中 智,会議・MTG（1オン1・相談）,2.0
2026/07/30,伊藤 儚,資料作成・確認,1.0
2026/07/30,伊藤 儚,会議・MTG（問題解決）,3.0
2026/07/30,伊藤 儚,その他,0.5
2026/07/30,伊藤 儚,会議・MTG（その他）,2.0
2026/07/30,伊藤 儚,申請・手続き・事務対応,1.5
2026/07/30,渡辺 優,業務進行,3.0
2026/07/30,渡辺 優,会議・MTG（その他）,1.5
2026/07/30,渡辺 優,会議・MTG（1オン1・相談）,1.5
2026/07/30,渡辺 優,会議・MTG（1オン1・相談）,0.5
2026/07/30,渡辺 優,会議・MTG（問題解決）,0.5
2026/07/30,渡辺 優,資料作成・確認,1.0
2026/07/31,佐藤 健一,会議・MTG（意思決定）,3.0
2026/07/31,佐藤 健一,その他,3.0
2026/07/31,佐藤 健一,会議・MTG（意思決定）,0.5
2026/07/31,佐藤 健一,申請・手続き・事務対応,0.5
2026/07/31,佐藤 健一,業務進行,0.5
2026/07/31,鈴木 美和,その他,1.0
2026/07/31,鈴木 美和,会議・MTG（1オン1・相談）,1.0
2026/07/31,鈴木 美和,会議・MTG（その他）,3.0
2026/07/31,鈴木 美和,会議・MTG（1オン1・相談）,1.0
2026/07/31,鈴木 美和,会議・MTG（情報共有・報告）,1.5
2026/07/31,高橋 彼,業務進行,1.5
2026/07/31,高橋 彼,会議・MTG（1オン1・相談）,0.5
2026/07/31,高橋 彼,データ集計・分析・考察・思考,3.0
2026/07/31,高橋 彼,申請・手続き・事務対応,1.5
2026/07/31,高橋 彼,会議・MTG（意思決定）,1.5
2026/07/31,高橋 彼,会議・MTG（意思決定）,0.5
2026/07/31,田中 智,申請・手続き・事務対応,3.0
2026/07/31,田中 智,会議・MTG（意思決定）,3.0
2026/07/31,田中 智,資料作成・確認,1.0
2026/07/31,田中 智,業務進行,0.5
2026/07/31,田中 智,会議・MTG（その他）,0.5
2026/07/31,田中 智,会議・MTG（その他）,0.5
2026/07/31,伊藤 儚,会議・MTG（情報共有・報告）,1.5
2026/07/31,伊藤 儚,会議・MTG（情報共有・報告）,3.0
2026/07/31,伊藤 儚,データ集計・分析・考察・思考,1.5
2026/07/31,伊藤 儚,会議・MTG（問題解決）,1.5
2026/07/31,渡辺 優,申請・手続き・事務対応,3.0
2026/07/31,渡辺 優,資料作成・確認,1.5
2026/07/31,渡辺 優,会議・MTG（情報共有・報告）,1.5
2026/07/31,渡辺 優,申請・手続き・事務対応,2.0
